match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
Netherlands Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,54,52,9,0,103.84,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,2,Kusal Perera,5,8,1,0,62.50,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,3,Kusal Mendis (c),11,17,2,0,64.70,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,91,107,7,0,85.04,not_out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,5,Charith Asalanka,44,66,2,1,66.66,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,6,Dhananjaya de Silva,30,37,1,2,81.08,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,7,Dushan Hemantha,4,3,1,0,133.33,not_out,ODI # 4676
Netherlands Vs South Africa,Netherlands,1,Vikramjit Singh,2,16,0,0,12.50,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,2,Max O'Dowd,18,25,4,0,72.00,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,3,Colin Ackermann,12,25,1,0,48.00,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,4,Bas de Leede,2,7,0,0,28.57,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,5,Sybrand Engelbrecht,19,37,1,1,51.35,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,6,Teja Nidamanuru,20,25,3,0,80.00,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,7,Scott Edwards (c),78,69,10,1,113.04,not_out,ODI # 4672
Netherlands Vs South Africa,Netherlands,8,Logan van Beek,10,27,1,0,37.03,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,9,Roelof van der Merwe,29,19,3,1,152.63,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,10,Aryan Dutt,23,9,0,3,255.55,not_out,ODI # 4672
Netherlands Vs South Africa,South Africa,1,Temba Bavuma (c),16,31,2,1,51.61,out,ODI # 4672
Netherlands Vs South Africa,South Africa,2,Quinton de Kock,20,22,3,0,90.90,out,ODI # 4672
Netherlands Vs South Africa,South Africa,3,Rassie van der Dussen,4,7,0,0,57.14,out,ODI # 4672
Netherlands Vs South Africa,South Africa,4,Aiden Markram,1,3,0,0,33.33,out,ODI # 4672
Netherlands Vs South Africa,South Africa,5,Heinrich Klaasen,28,28,4,0,100.00,out,ODI # 4672
Netherlands Vs South Africa,South Africa,6,David Miller,43,52,4,1,82.69,out,ODI # 4672
Netherlands Vs South Africa,South Africa,7,Marco Jansen,9,25,0,0,36.00,out,ODI # 4672
Netherlands Vs South Africa,South Africa,8,Gerald Coetzee,22,23,2,1,95.65,out,ODI # 4672
Netherlands Vs South Africa,South Africa,9,Keshav Maharaj,40,37,5,1,108.10,out,ODI # 4672
Netherlands Vs South Africa,South Africa,10,Kagiso Rabada,9,6,0,1,150.00,out,ODI # 4672
Netherlands Vs South Africa,South Africa,11,Lungi Ngidi,7,24,0,0,29.16,not_out,ODI # 4672
India Vs Netherlands,India,1,Rohit Sharma (c),61,54,8,2,112.96,out,ODI # 4702
India Vs Netherlands,India,2,Shubman Gill,51,32,3,4,159.37,out,ODI # 4702
India Vs Netherlands,India,3,Virat Kohli,51,56,5,1,91.07,out,ODI # 4702
India Vs Netherlands,India,4,Shreyas Iyer,128,94,10,5,136.17,not_out,ODI # 4702
India Vs Netherlands,India,5,KL Rahul,102,64,11,4,159.37,out,ODI # 4702
India Vs Netherlands,India,6,Suryakumar Yadav,2,1,0,0,200.00,not_out,ODI # 4702
India Vs Netherlands,Netherlands,1,Wesley Barresi,4,5,0,0,80.00,out,ODI # 4702
India Vs Netherlands,Netherlands,2,Max O'Dowd,30,42,3,1,71.42,out,ODI # 4702
India Vs Netherlands,Netherlands,3,Colin Ackermann,35,32,6,0,109.37,out,ODI # 4702
India Vs Netherlands,Netherlands,4,Sybrand Engelbrecht,45,80,4,0,56.25,out,ODI # 4702
India Vs Netherlands,Netherlands,5,Scott Edwards (c),17,30,1,0,56.66,out,ODI # 4702
India Vs Netherlands,Netherlands,6,Bas de Leede,12,21,1,0,57.14,out,ODI # 4702
India Vs Netherlands,Netherlands,7,Teja Nidamanuru,54,39,1,6,138.46,out,ODI # 4702
India Vs Netherlands,Netherlands,8,Logan van Beek,16,15,2,0,106.66,out,ODI # 4702
India Vs Netherlands,Netherlands,9,Roelof van der Merwe,16,8,1,2,200.00,out,ODI # 4702
India Vs Netherlands,Netherlands,10,Aryan Dutt,5,11,0,0,45.45,out,ODI # 4702
India Vs Netherlands,Netherlands,11,Paul van Meekeren,3,4,0,0,75.00,not_out,ODI # 4702
Sri Lanka Vs New Zealand,Sri Lanka,1,Pathum Nissanka,2,8,0,0,25.00,out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,2,Kusal Perera,51,28,9,2,182.14,out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,3,Kusal Mendis (c),6,7,1,0,85.71,out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,4,Sadeera Samarawickrama,1,2,0,0,50.00,out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,5,Charith Asalanka,8,8,1,0,100.00,out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,6,Angelo Mathews,16,27,2,0,59.25,out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,7,Dhananjaya de Silva,19,24,2,1,79.16,out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,8,Chamika Karunaratne,6,17,1,0,35.29,out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,9,Maheesh Theekshana,38,91,3,0,41.75,not_out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,10,Dushmantha Chameera,1,20,0,0,5.00,out,ODI # 4698
Sri Lanka Vs New Zealand,Sri Lanka,11,Dilshan Madushanka,19,48,2,0,39.58,out,ODI # 4698
Sri Lanka Vs New Zealand,New Zealand,1,Devon Conway,45,42,9,0,107.14,out,ODI # 4698
Sri Lanka Vs New Zealand,New Zealand,2,Rachin Ravindra,42,34,3,3,123.52,out,ODI # 4698
Sri Lanka Vs New Zealand,New Zealand,3,Kane Williamson (c),14,15,2,0,93.33,out,ODI # 4698
Sri Lanka Vs New Zealand,New Zealand,4,Daryl Mitchell,43,31,5,2,138.70,out,ODI # 4698
Sri Lanka Vs New Zealand,New Zealand,5,Mark Chapman,7,6,1,0,116.66,out,ODI # 4698
Sri Lanka Vs New Zealand,New Zealand,6,Glenn Phillips,17,10,3,0,170.00,not_out,ODI # 4698
Sri Lanka Vs New Zealand,New Zealand,7,Tom Latham,2,2,0,0,100.00,not_out,ODI # 4698
